symbol,feature_set,horizon,date,model_name,prediction,actual,selected_k,predicted_regime
SPX,atm_term,20,2019-11-06,gmm_regime_mean,0.1506467940115819,0.1438727789803031,2.0,0.0
SPX,atm_term,20,2019-11-07,atm_iv,0.1415282966575302,0.1521504253743939,,
SPX,atm_term,20,2019-11-07,historical_mean,0.1506612544011683,0.1521504253743939,,
SPX,atm_term,20,2019-11-07,trailing_realized_vol,0.1559816532108661,0.1521504253743939,,
SPX,atm_term,20,2019-11-07,linear_features,0.1512502998247651,0.1521504253743939,,
SPX,atm_term,20,2019-11-07,gmm_regime_mean,0.1506467940115819,0.1521504253743939,2.0,0.0
SPX,atm_term,20,2019-11-08,atm_iv,0.1390015135674841,0.1597748436462747,,
SPX,atm_term,20,2019-11-08,historical_mean,0.1506612544011683,0.1597748436462747,,
SPX,atm_term,20,2019-11-08,trailing_realized_vol,0.148375483430709,0.1597748436462747,,
SPX,atm_term,20,2019-11-08,linear_features,0.1506177858651488,0.1597748436462747,,
SPX,atm_term,20,2019-11-08,gmm_regime_mean,0.1506467940115819,0.1597748436462747,2.0,0.0
SPX,atm_term,20,2019-11-11,atm_iv,0.1346810980433497,0.1794060480142688,,
SPX,atm_term,20,2019-11-11,historical_mean,0.1506807124465736,0.1794060480142688,,
SPX,atm_term,20,2019-11-11,trailing_realized_vol,0.1494049389690649,0.1794060480142688,,
SPX,atm_term,20,2019-11-11,linear_features,0.1501103448170364,0.1794060480142688,,
SPX,atm_term,20,2019-11-11,gmm_regime_mean,0.1505614211225124,0.1794060480142688,2.0,0.0
SPX,atm_term,20,2019-11-12,atm_iv,0.1401421463209846,0.191375898302916,,
SPX,atm_term,20,2019-11-12,historical_mean,0.1506807124465736,0.191375898302916,,
SPX,atm_term,20,2019-11-12,trailing_realized_vol,0.1507599963983785,0.191375898302916,,
SPX,atm_term,20,2019-11-12,linear_features,0.1505878482715653,0.191375898302916,,
SPX,atm_term,20,2019-11-12,gmm_regime_mean,0.1505614211225124,0.191375898302916,2.0,0.0
SPX,atm_term,20,2019-11-13,atm_iv,0.1384322899557825,0.2017191666872559,,
SPX,atm_term,20,2019-11-13,historical_mean,0.1506807124465736,0.2017191666872559,,
SPX,atm_term,20,2019-11-13,trailing_realized_vol,0.1506048087090548,0.2017191666872559,,
SPX,atm_term,20,2019-11-13,linear_features,0.1508225269343732,0.2017191666872559,,
SPX,atm_term,20,2019-11-13,gmm_regime_mean,0.1505614211225124,0.2017191666872559,2.0,0.0
SPX,atm_term,20,2019-11-14,atm_iv,0.1379068324683142,0.2075368191828299,,
SPX,atm_term,20,2019-11-14,historical_mean,0.1506807124465736,0.2075368191828299,,
SPX,atm_term,20,2019-11-14,trailing_realized_vol,0.1455033988528761,0.2075368191828299,,
SPX,atm_term,20,2019-11-14,linear_features,0.1504521886293524,0.2075368191828299,,
SPX,atm_term,20,2019-11-14,gmm_regime_mean,0.1505614211225124,0.2075368191828299,2.0,0.0
SPX,atm_term,20,2019-11-15,atm_iv,0.1368149016630686,0.2060361279393801,,
SPX,atm_term,20,2019-11-15,historical_mean,0.1506807124465736,0.2060361279393801,,
SPX,atm_term,20,2019-11-15,trailing_realized_vol,0.1391477133320861,0.2060361279393801,,
SPX,atm_term,20,2019-11-15,linear_features,0.1506411623210403,0.2060361279393801,,
SPX,atm_term,20,2019-11-15,gmm_regime_mean,0.1505614211225124,0.2060361279393801,2.0,0.0
SPX,atm_term,20,2019-11-18,atm_iv,0.1400694832285617,0.2091075165022441,,
SPX,atm_term,20,2019-11-18,historical_mean,0.1506736186769597,0.2091075165022441,,
SPX,atm_term,20,2019-11-18,trailing_realized_vol,0.1367090800047131,0.2091075165022441,,
SPX,atm_term,20,2019-11-18,linear_features,0.1508569483268945,0.2091075165022441,,
SPX,atm_term,20,2019-11-18,gmm_regime_mean,0.1505510967464132,0.2091075165022441,2.0,0.0
SPX,atm_term,20,2019-11-19,atm_iv,0.1387089228113729,0.2072470409172682,,
SPX,atm_term,20,2019-11-19,historical_mean,0.1506736186769597,0.2072470409172682,,
SPX,atm_term,20,2019-11-19,trailing_realized_vol,0.1259998554059578,0.2072470409172682,,
SPX,atm_term,20,2019-11-19,linear_features,0.1503187638977836,0.2072470409172682,,
SPX,atm_term,20,2019-11-19,gmm_regime_mean,0.1505510967464132,0.2072470409172682,2.0,0.0
SPX,atm_term,20,2019-11-20,atm_iv,0.1386100310270454,0.2053977017107116,,
SPX,atm_term,20,2019-11-20,historical_mean,0.1506736186769597,0.2053977017107116,,
SPX,atm_term,20,2019-11-20,trailing_realized_vol,0.1283019387296251,0.2053977017107116,,
SPX,atm_term,20,2019-11-20,linear_features,0.1507268687282831,0.2053977017107116,,
SPX,atm_term,20,2019-11-20,gmm_regime_mean,0.1505510967464132,0.2053977017107116,2.0,0.0
SPX,atm_term,20,2019-11-21,atm_iv,0.1395700835820131,0.1852547324998699,,
SPX,atm_term,20,2019-11-21,historical_mean,0.1506736186769597,0.1852547324998699,,
SPX,atm_term,20,2019-11-21,trailing_realized_vol,0.1388291089973944,0.1852547324998699,,
SPX,atm_term,20,2019-11-21,linear_features,0.1507191791846525,0.1852547324998699,,
SPX,atm_term,20,2019-11-21,gmm_regime_mean,0.1505510967464132,0.1852547324998699,2.0,0.0
SPX,atm_term,20,2019-11-22,atm_iv,0.1388991072538327,0.1789751293225564,,
SPX,atm_term,20,2019-11-22,historical_mean,0.1506736186769597,0.1789751293225564,,
SPX,atm_term,20,2019-11-22,trailing_realized_vol,0.1413089061590837,0.1789751293225564,,
SPX,atm_term,20,2019-11-22,linear_features,0.1503903576707382,0.1789751293225564,,
SPX,atm_term,20,2019-11-22,gmm_regime_mean,0.1505510967464132,0.1789751293225564,2.0,0.0
SPX,atm_term,20,2019-11-25,atm_iv,0.1379366636924101,0.1758707402570044,,
SPX,atm_term,20,2019-11-25,historical_mean,0.1506412489115707,0.1758707402570044,,
SPX,atm_term,20,2019-11-25,trailing_realized_vol,0.1482103859723274,0.1758707402570044,,
SPX,atm_term,20,2019-11-25,linear_features,0.1501174289925981,0.1758707402570044,,
SPX,atm_term,20,2019-11-25,gmm_regime_mean,0.1505002424401648,0.1758707402570044,2.0,0.0
SPX,atm_term,20,2019-11-26,atm_iv,0.1371414948037422,0.1837029630549806,,
SPX,atm_term,20,2019-11-26,historical_mean,0.1506412489115707,0.1837029630549806,,
SPX,atm_term,20,2019-11-26,trailing_realized_vol,0.1349091140825196,0.1837029630549806,,
SPX,atm_term,20,2019-11-26,linear_features,0.1505600652347812,0.1837029630549806,,
SPX,atm_term,20,2019-11-26,gmm_regime_mean,0.1505002424401648,0.1837029630549806,2.0,0.0
SPX,atm_term,20,2019-11-27,atm_iv,0.1413600253528791,0.1797542783692234,,
SPX,atm_term,20,2019-11-27,historical_mean,0.1506412489115707,0.1797542783692234,,
SPX,atm_term,20,2019-11-27,trailing_realized_vol,0.1531789970829342,0.1797542783692234,,
SPX,atm_term,20,2019-11-27,linear_features,0.1510621216163485,0.1797542783692234,,
SPX,atm_term,20,2019-11-27,gmm_regime_mean,0.1505002424401648,0.1797542783692234,2.0,0.0
SPX,atm_term,20,2019-11-28,atm_iv,0.1393451126141096,0.1816501878868217,,
SPX,atm_term,20,2019-11-28,historical_mean,0.1506412489115707,0.1816501878868217,,
SPX,atm_term,20,2019-11-28,trailing_realized_vol,0.1543154514867917,0.1816501878868217,,
SPX,atm_term,20,2019-11-28,linear_features,0.1506064601781427,0.1816501878868217,,
SPX,atm_term,20,2019-11-28,gmm_regime_mean,0.1505002424401648,0.1816501878868217,2.0,0.0
SPX,atm_term,20,2019-11-29,atm_iv,0.1381843112840386,0.1819226273039708,,
SPX,atm_term,20,2019-11-29,historical_mean,0.1506412489115707,0.1819226273039708,,
SPX,atm_term,20,2019-11-29,trailing_realized_vol,0.1542369655389294,0.1819226273039708,,
SPX,atm_term,20,2019-11-29,linear_features,0.1504213970985346,0.1819226273039708,,
SPX,atm_term,20,2019-11-29,gmm_regime_mean,0.1505002424401648,0.1819226273039708,2.0,0.0
SPX,atm_term,20,2019-12-02,atm_iv,0.1407283983453463,0.1820403571836138,,
SPX,atm_term,20,2019-12-02,historical_mean,0.1506379658740876,0.1820403571836138,,
SPX,atm_term,20,2019-12-02,trailing_realized_vol,0.1452179622750866,0.1820403571836138,,
SPX,atm_term,20,2019-12-02,linear_features,0.150668916731321,0.1820403571836138,,
SPX,atm_term,20,2019-12-02,gmm_regime_mean,0.150434934754075,0.1820403571836138,2.0,0.0
SPX,atm_term,20,2019-12-03,atm_iv,0.1420453275748308,0.1813567571021981,,
SPX,atm_term,20,2019-12-03,historical_mean,0.1506379658740876,0.1813567571021981,,
SPX,atm_term,20,2019-12-03,trailing_realized_vol,0.1461948561279378,0.1813567571021981,,
SPX,atm_term,20,2019-12-03,linear_features,0.1510154970569217,0.1813567571021981,,
SPX,atm_term,20,2019-12-03,gmm_regime_mean,0.150434934754075,0.1813567571021981,2.0,0.0
SPX,atm_term,20,2019-12-04,atm_iv,0.1382911030792548,0.1831349006910113,,
SPX,atm_term,20,2019-12-04,historical_mean,0.1506379658740876,0.1831349006910113,,
SPX,atm_term,20,2019-12-04,trailing_realized_vol,0.1438727789803031,0.1831349006910113,,
SPX,atm_term,20,2019-12-04,linear_features,0.150409088116824,0.1831349006910113,,
SPX,atm_term,20,2019-12-04,gmm_regime_mean,0.150434934754075,0.1831349006910113,2.0,0.0
SPX,atm_term,20,2019-12-05,atm_iv,0.1403489501083586,0.1791779338143923,,
SPX,atm_term,20,2019-12-05,historical_mean,0.1506379658740876,0.1791779338143923,,
SPX,atm_term,20,2019-12-05,trailing_realized_vol,0.1521504253743939,0.1791779338143923,,
SPX,atm_term,20,2019-12-05,linear_features,0.1502393683634293,0.1791779338143923,,
SPX,atm_term,20,2019-12-05,gmm_regime_mean,0.150434934754075,0.1791779338143923,2.0,0.0
SPX,atm_term,20,2019-12-06,atm_iv,0.1401926034153595,0.1803894962384941,,
SPX,atm_term,20,2019-12-06,historical_mean,0.1506379658740876,0.1803894962384941,,
SPX,atm_term,20,2019-12-06,trailing_realized_vol,0.1597748436462747,0.1803894962384941,,
SPX,atm_term,20,2019-12-06,linear_features,0.1503233853848868,0.1803894962384941,,
SPX,atm_term,20,2019-12-06,gmm_regime_mean,0.150434934754075,0.1803894962384941,2.0,0.0
SPX,atm_term,20,2019-12-09,atm_iv,0.1393587555118697,0.1658995509415707,,
SPX,atm_term,20,2019-12-09,historical_mean,0.1506356211827282,0.1658995509415707,,
SPX,atm_term,20,2019-12-09,trailing_realized_vol,0.1794060480142688,0.1658995509415707,,
SPX,atm_term,20,2019-12-09,linear_features,0.1506204419702679,0.1658995509415707,,
SPX,atm_term,20,2019-12-09,gmm_regime_mean,0.1503629083031248,0.1658995509415707,2.0,0.0
SPX,atm_term,20,2019-12-10,atm_iv,0.1428064676004047,0.1532239419119658,,
SPX,atm_term,20,2019-12-10,historical_mean,0.1506356211827282,0.1532239419119658,,
SPX,atm_term,20,2019-12-10,trailing_realized_vol,0.191375898302916,0.1532239419119658,,
SPX,atm_term,20,2019-12-10,linear_features,0.1505349519446752,0.1532239419119658,,
SPX,atm_term,20,2019-12-10,gmm_regime_mean,0.1503629083031248,0.1532239419119658,2.0,0.0
SPX,atm_term,20,2019-12-11,atm_iv,0.1446063110233345,0.138488825123479,,
SPX,atm_term,20,2019-12-11,historical_mean,0.1506356211827282,0.138488825123479,,
SPX,atm_term,20,2019-12-11,trailing_realized_vol,0.2017191666872559,0.138488825123479,,
SPX,atm_term,20,2019-12-11,linear_features,0.1506759919723728,0.138488825123479,,
SPX,atm_term,20,2019-12-11,gmm_regime_mean,0.1503629083031248,0.138488825123479,2.0,0.0
SPX,atm_term,20,2019-12-12,atm_iv,0.1395569690025289,0.1331791050070486,,
SPX,atm_term,20,2019-12-12,historical_mean,0.1506356211827282,0.1331791050070486,,
SPX,atm_term,20,2019-12-12,trailing_realized_vol,0.2075368191828299,0.1331791050070486,,
SPX,atm_term,20,2019-12-12,linear_features,0.150244738292274,0.1331791050070486,,
SPX,atm_term,20,2019-12-12,gmm_regime_mean,0.1503629083031248,0.1331791050070486,2.0,0.0
SPX,atm_term,20,2019-12-13,atm_iv,0.1400192186684282,0.1326770874146342,,
SPX,atm_term,20,2019-12-13,historical_mean,0.1506356211827282,0.1326770874146342,,
SPX,atm_term,20,2019-12-13,trailing_realized_vol,0.2060361279393801,0.1326770874146342,,
SPX,atm_term,20,2019-12-13,linear_features,0.1507217997033592,0.1326770874146342,,
SPX,atm_term,20,2019-12-13,gmm_regime_mean,0.1503629083031248,0.1326770874146342,2.0,0.0
SPX,atm_term,20,2019-12-16,atm_iv,0.1423404926884431,0.1290716951831247,,
SPX,atm_term,20,2019-12-16,historical_mean,0.1507267741980758,0.1290716951831247,,
SPX,atm_term,20,2019-12-16,trailing_realized_vol,0.2091075165022441,0.1290716951831247,,
SPX,atm_term,20,2019-12-16,linear_features,0.150644466585469,0.1290716951831247,,
SPX,atm_term,20,2019-12-16,gmm_regime_mean,0.1491789614357181,0.1290716951831247,3.0,1.0
SPX,atm_term,20,2019-12-17,atm_iv,0.1402520364384657,0.1303561383365592,,
SPX,atm_term,20,2019-12-17,historical_mean,0.1507267741980758,0.1303561383365592,,
SPX,atm_term,20,2019-12-17,trailing_realized_vol,0.2072470409172682,0.1303561383365592,,
SPX,atm_term,20,2019-12-17,linear_features,0.150607489324649,0.1303561383365592,,
SPX,atm_term,20,2019-12-17,gmm_regime_mean,0.1491789614357181,0.1303561383365592,3.0,1.0
SPX,atm_term,20,2019-12-18,atm_iv,0.1396780347642933,0.1342022328635567,,
SPX,atm_term,20,2019-12-18,historical_mean,0.1507267741980758,0.1342022328635567,,
SPX,atm_term,20,2019-12-18,trailing_realized_vol,0.2053977017107116,0.1342022328635567,,
SPX,atm_term,20,2019-12-18,linear_features,0.1501774544366708,0.1342022328635567,,
SPX,atm_term,20,2019-12-18,gmm_regime_mean,0.1491789614357181,0.1342022328635567,3.0,1.0
SPX,atm_term,20,2019-12-19,atm_iv,0.1412354215624342,0.1381696671584897,,
SPX,atm_term,20,2019-12-19,historical_mean,0.1507267741980758,0.1381696671584897,,
SPX,atm_term,20,2019-12-19,trailing_realized_vol,0.1852547324998699,0.1381696671584897,,
SPX,atm_term,20,2019-12-19,linear_features,0.1505349047629726,0.1381696671584897,,
SPX,atm_term,20,2019-12-19,gmm_regime_mean,0.1491789614357181,0.1381696671584897,3.0,1.0
SPX,atm_term,20,2019-12-20,atm_iv,0.1448313507133786,0.1379733348955671,,
SPX,atm_term,20,2019-12-20,historical_mean,0.1507267741980758,0.1379733348955671,,
SPX,atm_term,20,2019-12-20,trailing_realized_vol,0.1789751293225564,0.1379733348955671,,
SPX,atm_term,20,2019-12-20,linear_features,0.1508005043781792,0.1379733348955671,,
SPX,atm_term,20,2019-12-20,gmm_regime_mean,0.1491789614357181,0.1379733348955671,3.0,1.0
SPX,atm_term,20,2019-12-23,atm_iv,0.1449222719685202,0.1380313282043624,,
SPX,atm_term,20,2019-12-23,historical_mean,0.1508175352332173,0.1380313282043624,,
SPX,atm_term,20,2019-12-23,trailing_realized_vol,0.1758707402570044,0.1380313282043624,,
SPX,atm_term,20,2019-12-23,linear_features,0.1509103552975781,0.1380313282043624,,
SPX,atm_term,20,2019-12-23,gmm_regime_mean,0.1505981010055408,0.1380313282043624,2.0,0.0
SPX,atm_term,20,2019-12-24,atm_iv,0.1429458175267711,0.1289749491072751,,
SPX,atm_term,20,2019-12-24,historical_mean,0.1508175352332173,0.1289749491072751,,
SPX,atm_term,20,2019-12-24,trailing_realized_vol,0.1837029630549806,0.1289749491072751,,
SPX,atm_term,20,2019-12-24,linear_features,0.1510523477890474,0.1289749491072751,,
SPX,atm_term,20,2019-12-24,gmm_regime_mean,0.1505981010055408,0.1289749491072751,2.0,0.0
SPX,atm_term,20,2019-12-25,atm_iv,0.1418410465084786,0.1245039076316621,,
SPX,atm_term,20,2019-12-25,historical_mean,0.1508175352332173,0.1245039076316621,,
SPX,atm_term,20,2019-12-25,trailing_realized_vol,0.1797542783692234,0.1245039076316621,,
SPX,atm_term,20,2019-12-25,linear_features,0.1508158671137975,0.1245039076316621,,
SPX,atm_term,20,2019-12-25,gmm_regime_mean,0.1505981010055408,0.1245039076316621,2.0,0.0
SPX,atm_term,20,2019-12-26,atm_iv,0.1435825593590687,0.1205536426746978,,
SPX,atm_term,20,2019-12-26,historical_mean,0.1508175352332173,0.1205536426746978,,
SPX,atm_term,20,2019-12-26,trailing_realized_vol,0.1816501878868217,0.1205536426746978,,
SPX,atm_term,20,2019-12-26,linear_features,0.1508864527392164,0.1205536426746978,,
SPX,atm_term,20,2019-12-26,gmm_regime_mean,0.1505981010055408,0.1205536426746978,2.0,0.0
SPX,atm_term,20,2019-12-27,atm_iv,0.1435526786724542,0.118078980224564,,
SPX,atm_term,20,2019-12-27,historical_mean,0.1508175352332173,0.118078980224564,,
SPX,atm_term,20,2019-12-27,trailing_realized_vol,0.1819226273039708,0.118078980224564,,
SPX,atm_term,20,2019-12-27,linear_features,0.1506530605909728,0.118078980224564,,
SPX,atm_term,20,2019-12-27,gmm_regime_mean,0.1505981010055408,0.118078980224564,2.0,0.0
SPX,atm_term,20,2019-12-30,atm_iv,0.1425207746361181,0.1163244736143222,,
SPX,atm_term,20,2019-12-30,historical_mean,0.1508755520444087,0.1163244736143222,,
SPX,atm_term,20,2019-12-30,trailing_realized_vol,0.1820403571836138,0.1163244736143222,,
SPX,atm_term,20,2019-12-30,linear_features,0.150480509986713,0.1163244736143222,,
SPX,atm_term,20,2019-12-30,gmm_regime_mean,0.1506221948277631,0.1163244736143222,2.0,0.0
SPX,atm_term,20,2019-12-31,atm_iv,0.1446762290077864,0.1225700160092078,,
SPX,atm_term,20,2019-12-31,historical_mean,0.1508755520444087,0.1225700160092078,,
SPX,atm_term,20,2019-12-31,trailing_realized_vol,0.1813567571021981,0.1225700160092078,,
SPX,atm_term,20,2019-12-31,linear_features,0.1510347304775474,0.1225700160092078,,
SPX,atm_term,20,2019-12-31,gmm_regime_mean,0.1506221948277631,0.1225700160092078,2.0,0.0
SPX,atm_term,20,2020-01-01,atm_iv,0.1416171555708693,0.1142731810381957,,
SPX,atm_term,20,2020-01-01,historical_mean,0.1508755520444087,0.1142731810381957,,
SPX,atm_term,20,2020-01-01,trailing_realized_vol,0.1831349006910113,0.1142731810381957,,
SPX,atm_term,20,2020-01-01,linear_features,0.1504785076714832,0.1142731810381957,,
SPX,atm_term,20,2020-01-01,gmm_regime_mean,0.1506221948277631,0.1142731810381957,2.0,0.0
SPX,atm_term,20,2020-01-02,atm_iv,0.1428002702464212,0.1185582115813461,,
SPX,atm_term,20,2020-01-02,historical_mean,0.1508755520444087,0.1185582115813461,,
SPX,atm_term,20,2020-01-02,trailing_realized_vol,0.1791779338143923,0.1185582115813461,,
SPX,atm_term,20,2020-01-02,linear_features,0.1506187874320849,0.1185582115813461,,
SPX,atm_term,20,2020-01-02,gmm_regime_mean,0.1506221948277631,0.1185582115813461,2.0,0.0
SPX,atm_term,20,2020-01-03,atm_iv,0.1428795380557639,0.1157186913113009,,
SPX,atm_term,20,2020-01-03,historical_mean,0.1508755520444087,0.1157186913113009,,
SPX,atm_term,20,2020-01-03,trailing_realized_vol,0.1803894962384941,0.1157186913113009,,
SPX,atm_term,20,2020-01-03,linear_features,0.150877249715497,0.1157186913113009,,
SPX,atm_term,20,2020-01-03,gmm_regime_mean,0.1506221948277631,0.1157186913113009,2.0,0.0
SPX,atm_term,20,2020-01-06,atm_iv,0.1432458448115702,0.110883029380022,,
SPX,atm_term,20,2020-01-06,historical_mean,0.1509345877194311,0.110883029380022,,
SPX,atm_term,20,2020-01-06,trailing_realized_vol,0.1658995509415707,0.110883029380022,,
SPX,atm_term,20,2020-01-06,linear_features,0.1505902508039814,0.110883029380022,,
SPX,atm_term,20,2020-01-06,gmm_regime_mean,0.1498122302878831,0.110883029380022,3.0,1.0
SPX,atm_term,20,2020-01-07,atm_iv,0.1444777409237672,0.1132116040744646,,
SPX,atm_term,20,2020-01-07,historical_mean,0.1509345877194311,0.1132116040744646,,
SPX,atm_term,20,2020-01-07,trailing_realized_vol,0.1532239419119658,0.1132116040744646,,
SPX,atm_term,20,2020-01-07,linear_features,0.1508669262544291,0.1132116040744646,,
SPX,atm_term,20,2020-01-07,gmm_regime_mean,0.1498122302878831,0.1132116040744646,3.0,1.0
SPX,atm_term,20,2020-01-08,atm_iv,0.1459411094056313,0.1132283343840928,,
SPX,atm_term,20,2020-01-08,historical_mean,0.1509345877194311,0.1132283343840928,,
SPX,atm_term,20,2020-01-08,trailing_realized_vol,0.138488825123479,0.1132283343840928,,
SPX,atm_term,20,2020-01-08,linear_features,0.1508955952253614,0.1132283343840928,,
SPX,atm_term,20,2020-01-08,gmm_regime_mean,0.1498122302878831,0.1132283343840928,3.0,1.0
SPX,atm_term,20,2020-01-09,atm_iv,0.1467886134738374,0.1088893864463203,,
SPX,atm_term,20,2020-01-09,historical_mean,0.1509345877194311,0.1088893864463203,,
SPX,atm_term,20,2020-01-09,trailing_realized_vol,0.1331791050070486,0.1088893864463203,,
SPX,atm_term,20,2020-01-09,linear_features,0.1509165786983053,0.1088893864463203,,
SPX,atm_term,20,2020-01-09,gmm_regime_mean,0.1498122302878831,0.1088893864463203,3.0,1.0
SPX,atm_term,20,2020-01-10,atm_iv,0.1477740033148986,0.1243000365221898,,
SPX,atm_term,20,2020-01-10,historical_mean,0.1509345877194311,0.1243000365221898,,
SPX,atm_term,20,2020-01-10,trailing_realized_vol,0.1326770874146342,0.1243000365221898,,
SPX,atm_term,20,2020-01-10,linear_features,0.1508930827614895,0.1243000365221898,,
SPX,atm_term,20,2020-01-10,gmm_regime_mean,0.1498122302878831,0.1243000365221898,3.0,1.0
SPX,atm_term,20,2020-01-13,atm_iv,0.1441006197908339,0.1245869232479319,,
SPX,atm_term,20,2020-01-13,historical_mean,0.150922469494888,0.1245869232479319,,
SPX,atm_term,20,2020-01-13,trailing_realized_vol,0.1290716951831247,0.1245869232479319,,
SPX,atm_term,20,2020-01-13,linear_features,0.150606118856752,0.1245869232479319,,
SPX,atm_term,20,2020-01-13,gmm_regime_mean,0.1497861153480456,0.1245869232479319,3.0,1.0
SPX,atm_term,20,2020-01-14,atm_iv,0.146254095087951,0.123547347755436,,
SPX,atm_term,20,2020-01-14,historical_mean,0.150922469494888,0.123547347755436,,
SPX,atm_term,20,2020-01-14,trailing_realized_vol,0.1303561383365592,0.123547347755436,,
SPX,atm_term,20,2020-01-14,linear_features,0.1506515201368753,0.123547347755436,,
SPX,atm_term,20,2020-01-14,gmm_regime_mean,0.1497861153480456,0.123547347755436,3.0,1.0
SPX,atm_term,20,2020-01-15,atm_iv,0.1474413518980915,0.1274114073516526,,
SPX,atm_term,20,2020-01-15,historical_mean,0.150922469494888,0.1274114073516526,,
SPX,atm_term,20,2020-01-15,trailing_realized_vol,0.1342022328635567,0.1274114073516526,,
SPX,atm_term,20,2020-01-15,linear_features,0.150865964789411,0.1274114073516526,,
SPX,atm_term,20,2020-01-15,gmm_regime_mean,0.1497861153480456,0.1274114073516526,3.0,1.0
SPX,atm_term,20,2020-01-16,atm_iv,0.1476887527855871,0.1230199871614,,
SPX,atm_term,20,2020-01-16,historical_mean,0.150922469494888,0.1230199871614,,
SPX,atm_term,20,2020-01-16,trailing_realized_vol,0.1381696671584897,0.1230199871614,,
SPX,atm_term,20,2020-01-16,linear_features,0.1507551337217456,0.1230199871614,,
SPX,atm_term,20,2020-01-16,gmm_regime_mean,0.1497861153480456,0.1230199871614,3.0,1.0
SPX,atm_term,20,2020-01-17,atm_iv,0.1480227198505854,0.1235017308652434,,
SPX,atm_term,20,2020-01-17,historical_mean,0.150922469494888,0.1235017308652434,,
SPX,atm_term,20,2020-01-17,trailing_realized_vol,0.1379733348955671,0.1235017308652434,,
SPX,atm_term,20,2020-01-17,linear_features,0.1506269044690467,0.1235017308652434,,
SPX,atm_term,20,2020-01-17,gmm_regime_mean,0.1497861153480456,0.1235017308652434,3.0,1.0
